dataset,instance,product,period,value
S,S_4,EK8R_70_F,7,4882.0
S,S_4,EK8R_70_F,9,445.0
S,S_4,EK8R_70_F,10,171.0
S,S_4,EK8R_70_F,13,152.0
S,S_4,EK8R_70_F,15,1253.0
S,S_4,EK8R_70_F,19,97.0
S,S_4,EK8R_16_F,2,4000.0
S,S_4,EK8R_16_F,7,423.0
S,S_4,EK8R_16_F,9,269.0
S,S_4,EK8R_16_F,16,3188.0
S,S_4,EK8R_16_F,19,120.0
S,S_4,EK8R_18_F,1,381.0
S,S_4,EK8R_18_F,6,1187.0
S,S_4,EK8R_18_F,10,323.0
S,S_4,EK8R_18_F,17,2396.0
S,S_4,EK8R_18_F,19,8713.0
S,S_4,EK8RM_05_16_4,5,5891.0
S,S_4,EK8RM_05_16_4,8,1575.0
S,S_4,EK8RM_05_16_4,19,34.0
S,S_4,EK8RM_01_4_4,3,1992.0
S,S_4,EK8RM_01_4_4,11,4601.0
S,S_4,EK8RM_01_4_4,17,2367.0
S,S_4,EK8RM_01_4_4,19,40.0
S,S_4,EK8RM_4_6,7,2301.0
S,S_4,EK8RM_4_6,8,870.0
S,S_4,EK8RM_4_6,9,1637.0
S,S_4,EK8RM_4_6,17,1026.0
S,S_4,EK8RM_4_6,19,166.0
S,S_4,EK8RM_6_8,6,1423.0
S,S_4,EK8RM_6_8,16,2861.0
S,S_4,EK8RM_6_8,19,3216.0
S,S_4,EK8RM_8_12,12,7056.0
S,S_4,EK8RM_8_12,14,210.0
S,S_4,EK8RM_8_12,15,243.0
S,S_4,EK8RM_8_12,16,16223.0
S,S_4,EK8RM_8_12,18,182.0
S,S_4,EK8RM_8_12,19,86.0
S,S_4,EK8RM_8_20,8,1383.0
S,S_4,EK8RM_8_20,16,9050.0
S,S_4,EK8RM_8_20,18,4505.0
S,S_4,EK8RM_8_20,19,62.0
S,S_4,EK8RM_12_16,10,4885.0
S,S_4,EK8RM_12_16,19,115.0
S,S_4,EK8RM_12_30,1,14250.0
S,S_4,EK8RM_12_30,4,3147.0
S,S_4,EK8RM_12_30,17,11066.0
S,S_4,EK8RM_12_30,19,37.0
S,S_4,EK8RM_18_30,9,4891.0
S,S_4,EK8RM_18_30,14,238.0
S,S_4,EK8RM_18_30,19,871.0
S,S_4,EK8RM_30_50,1,7824.0
S,S_4,EK8RM_30_50,3,19351.0
S,S_4,EK8RM_30_50,17,961.0
S,S_4,EK8RM_30_50,18,6638.0
S,S_4,EK8RM_30_50,19,226.0
S,S_4,EK8RM_28_F,10,204.0
S,S_4,EK8RM_28_F,11,435.0
S,S_4,EK8RM_28_F,12,184.0
S,S_4,EK8RM_28_F,13,1477.0
S,S_4,EK8RM_28_F,16,526.0
S,S_4,EK8RM_28_F,17,3804.0
S,S_4,EK8RM_28_F,18,690.0
S,S_4,EK8RM_28_F,19,180.0
S,S_4,EK8RM_50_F,7,428.0
S,S_4,EK8RM_50_F,13,184.0
S,S_4,EK8RM_50_F,18,2836.0
S,S_4,EK8RM_50_F,19,2552.0
S,S_5,EK8A_16,14,235.0
S,S_5,EK8A_16,19,15.0
S,S_5,EK8A_24,7,288.0
S,S_5,EK8A_24,8,536.0
S,S_5,EK8A_24,14,167.0
S,S_5,EK8A_24,18,988.0
S,S_5,EK8A_24,19,21.0
S,S_5,EK8A_30,9,939.0
S,S_5,EK8A_30,14,182.0
S,S_5,EK8A_30,19,129.0
S,S_5,EK8A_36,10,432.0
S,S_5,EK8A_36,14,583.0
S,S_5,EK8A_36,18,3161.0
S,S_5,EK8A_36,19,74.0
S,S_5,EK8A_46,15,285.0
S,S_5,EK8A_46,16,7701.0
S,S_5,EK8A_46,17,1300.0
S,S_5,EK8A_46,19,214.0
S,S_5,EK8A_54,6,202.0
S,S_5,EK8A_54,8,154.0
S,S_5,EK8A_54,9,210.0
S,S_5,EK8A_54,10,1331.0
S,S_5,EK8A_54,19,103.0
S,S_5,EK8A_60,8,259.0
S,S_5,EK8A_60,12,194.0
S,S_5,EK8A_60,17,10005.0
S,S_5,EK8A_60,19,92.0
S,S_5,EK8A_80,9,3739.0
S,S_5,EK8A_80,15,6181.0
S,S_5,EK8A_80,19,80.0
S,S_5,EK8A_100,6,282.0
S,S_5,EK8A_100,11,842.0
S,S_5,EK8A_100,18,2248.0
S,S_5,EK8A_100,19,78.0
S,S_5,EK8A_120,10,471.0
S,S_5,EK8A_120,13,3030.0
S,S_5,EK8A_120,14,741.0
S,S_5,EK8A_120,18,230.0
S,S_5,EK8A_120,19,128.0
S,S_5,EK8A_150,8,777.0
S,S_5,EK8A_150,11,2513.0
S,S_5,EK8A_150,15,1182.0
S,S_5,EK8A_150,19,28.0
S,S_5,EK8A_FFF,2,591.0
S,S_5,EK8A_FFF,5,245.0
S,S_5,EK8A_FFF,19,2164.0
S,S_5,EK8R_3_5_7,3,576.0
S,S_5,EK8R_3_5_7,15,201.0
S,S_5,EK8R_3_5_7,19,223.0
S,S_5,EK8R_4_10,10,285.0
S,S_5,EK8R_4_10,16,1269.0
S,S_5,EK8R_4_10,18,6202.0
S,S_5,EK8R_4_10,19,1244.0
S,S_5,EK8R_6_10,17,300.0
S,S_5,EK8R_6_10,18,3697.0
S,S_5,EK8R_6_10,19,3.0
S,S_5,EK8R_10_20,16,223.0
S,S_5,EK8R_10_20,19,677.0
S,S_5,EK8R_12_16,1,6000.0
S,S_5,EK8R_12_16,9,2657.0
S,S_5,EK8R_12_16,13,2656.0
S,S_5,EK8R_12_16,17,432.0
S,S_5,EK8R_12_16,18,194.0
S,S_5,EK8R_12_16,19,61.0
S,S_5,EK8R_10_36,3,264.0
S,S_5,EK8R_10_36,15,1303.0
S,S_5,EK8R_10_36,17,336.0
S,S_5,EK8R_10_36,19,97.0
S,S_5,EK8R_20_40,3,503.0
S,S_5,EK8R_20_40,13,857.0
S,S_5,EK8R_20_40,17,388.0
S,S_5,EK8R_20_40,18,1297.0
S,S_5,EK8R_20_40,19,105.0
S,S_5,EK8R_08_20,14,1830.0
S,S_5,EK8R_08_20,17,1111.0
S,S_5,EK8R_08_20,19,59.0
S,S_5,EK8R_40_F,2,556.0
S,S_5,EK8R_40_F,7,369.0
S,S_5,EK8R_40_F,9,383.0
S,S_5,EK8R_40_F,17,2617.0
S,S_5,EK8R_40_F,19,75.0
S,S_5,EK8R_70_F,8,6329.0
S,S_5,EK8R_70_F,12,203.0
S,S_5,EK8R_70_F,18,399.0
S,S_5,EK8R_70_F,19,69.0
S,S_5,EK8R_16_F,10,5877.0
S,S_5,EK8R_16_F,16,524.0
S,S_5,EK8R_16_F,17,1460.0
S,S_5,EK8R_16_F,19,139.0
S,S_5,EK8R_18_F,2,782.0
S,S_5,EK8R_18_F,7,801.0
S,S_5,EK8R_18_F,14,10634.0
S,S_5,EK8R_18_F,15,311.0
S,S_5,EK8R_18_F,18,310.0
S,S_5,EK8R_18_F,19,162.0
S,S_5,EK8RM_05_16_4,10,419.0
S,S_5,EK8RM_05_16_4,11,540.0
S,S_5,EK8RM_05_16_4,16,6304.0
S,S_5,EK8RM_05_16_4,19,237.0
S,S_5,EK8RM_01_4_4,18,7736.0
S,S_5,EK8RM_01_4_4,19,1264.0
S,S_5,EK8RM_4_6,6,385.0
S,S_5,EK8RM_4_6,7,4011.0
S,S_5,EK8RM_4_6,10,412.0
S,S_5,EK8RM_4_6,14,943.0
S,S_5,EK8RM_4_6,19,249.0
S,S_5,EK8RM_6_8,10,579.0
S,S_5,EK8RM_6_8,11,6642.0
S,S_5,EK8RM_6_8,13,202.0
S,S_5,EK8RM_6_8,19,77.0
S,S_5,EK8RM_8_12,7,11214.0
S,S_5,EK8RM_8_12,9,1644.0
S,S_5,EK8RM_8_12,13,1789.0
S,S_5,EK8RM_8_12,14,497.0
S,S_5,EK8RM_8_12,17,5562.0
S,S_5,EK8RM_8_12,19,3294.0
S,S_5,EK8RM_8_20,15,8913.0
S,S_5,EK8RM_8_20,19,6087.0
S,S_5,EK8RM_12_16,16,4958.0
S,S_5,EK8RM_12_16,19,42.0
S,S_5,EK8RM_12_30,1,14286.0
S,S_5,EK8RM_12_30,2,789.0
S,S_5,EK8RM_12_30,3,3868.0
S,S_5,EK8RM_12_30,13,9489.0
S,S_5,EK8RM_12_30,19,68.0
S,S_5,EK8RM_18_30,13,3130.0
S,S_5,EK8RM_18_30,16,2574.0
S,S_5,EK8RM_18_30,19,296.0
S,S_5,EK8RM_30_50,1,204.0
S,S_5,EK8RM_30_50,4,10027.0
S,S_5,EK8RM_30_50,6,1581.0
S,S_5,EK8RM_30_50,10,13543.0
S,S_5,EK8RM_30_50,13,1371.0
S,S_5,EK8RM_30_50,15,2376.0
S,S_5,EK8RM_30_50,17,4827.0
S,S_5,EK8RM_30_50,18,879.0
S,S_5,EK8RM_30_50,19,192.0
S,S_5,EK8RM_28_F,2,6272.0
S,S_5,EK8RM_28_F,7,235.0
S,S_5,EK8RM_28_F,13,263.0
S,S_5,EK8RM_28_F,16,482.0
S,S_5,EK8RM_28_F,19,248.0
S,S_5,EK8RM_50_F,9,5522.0
S,S_5,EK8RM_50_F,16,249.0
S,S_5,EK8RM_50_F,19,229.0
S,S_6,EK8A_16,19,250.0
S,S_6,EK8A_24,18,1781.0
S,S_6,EK8A_24,19,219.0
S,S_6,EK8A_30,9,835.0
S,S_6,EK8A_30,15,250.0
S,S_6,EK8A_30,19,165.0
S,S_6,EK8A_36,9,1816.0
S,S_6,EK8A_36,13,2392.0
S,S_6,EK8A_36,19,42.0
S,S_6,EK8A_46,2,415.0
S,S_6,EK8A_46,5,6446.0
S,S_6,EK8A_46,9,298.0
S,S_6,EK8A_46,17,2176.0
S,S_6,EK8A_46,19,165.0
S,S_6,EK8A_54,2,1009.0
S,S_6,EK8A_54,13,203.0
S,S_6,EK8A_54,19,788.0
S,S_6,EK8A_60,6,1727.0
S,S_6,EK8A_60,7,5815.0
S,S_6,EK8A_60,9,1850.0
S,S_6,EK8A_60,12,441.0
S,S_6,EK8A_60,18,537.0
S,S_6,EK8A_60,19,180.0
S,S_6,EK8A_80,9,1496.0
S,S_6,EK8A_80,12,8005.0
S,S_6,EK8A_80,16,479.0
S,S_6,EK8A_80,19,20.0
S,S_6,EK8A_100,8,3251.0
S,S_6,EK8A_100,19,199.0
S,S_6,EK8A_120,2,968.0
S,S_6,EK8A_120,12,264.0
S,S_6,EK8A_120,16,1557.0
S,S_6,EK8A_120,19,1811.0
S,S_6,EK8A_150,6,220.0
S,S_6,EK8A_150,9,2654.0
S,S_6,EK8A_150,13,1322.0
S,S_6,EK8A_150,17,268.0
S,S_6,EK8A_150,19,36.0
S,S_6,EK8A_FFF,7,2037.0
S,S_6,EK8A_FFF,11,225.0
S,S_6,EK8A_FFF,13,503.0
S,S_6,EK8A_FFF,19,235.0
S,S_6,EK8R_3_5_7,7,234.0
S,S_6,EK8R_3_5_7,17,395.0
S,S_6,EK8R_3_5_7,18,179.0
S,S_6,EK8R_3_5_7,19,192.0
S,S_6,EK8R_4_10,2,3391.0
S,S_6,EK8R_4_10,3,253.0
S,S_6,EK8R_4_10,16,3016.0
S,S_6,EK8R_4_10,18,2218.0
S,S_6,EK8R_4_10,19,122.0
S,S_6,EK8R_6_10,8,3963.0
S,S_6,EK8R_6_10,19,37.0
S,S_6,EK8R_10_20,10,682.0
S,S_6,EK8R_10_20,13,172.0
S,S_6,EK8R_10_20,19,46.0
S,S_6,EK8R_12_16,7,11833.0
S,S_6,EK8R_12_16,19,167.0
S,S_6,EK8R_10_36,16,1052.0
S,S_6,EK8R_10_36,19,948.0
S,S_6,EK8R_20_40,6,1817.0
S,S_6,EK8R_20_40,17,1247.0
S,S_6,EK8R_20_40,19,86.0
S,S_6,EK8R_08_20,7,225.0
S,S_6,EK8R_08_20,12,1439.0
S,S_6,EK8R_08_20,17,1129.0
S,S_6,EK8R_08_20,19,207.0
S,S_6,EK8R_40_F,7,2447.0
S,S_6,EK8R_40_F,13,1324.0
S,S_6,EK8R_40_F,19,229.0
S,S_6,EK8R_70_F,1,1035.0
S,S_6,EK8R_70_F,8,3348.0
S,S_6,EK8R_70_F,17,2569.0
S,S_6,EK8R_70_F,19,48.0
S,S_6,EK8R_16_F,1,1674.0
S,S_6,EK8R_16_F,15,951.0
S,S_6,EK8R_16_F,17,1003.0
S,S_6,EK8R_16_F,18,4153.0
S,S_6,EK8R_16_F,19,219.0
S,S_6,EK8R_18_F,5,162.0
S,S_6,EK8R_18_F,17,10410.0
S,S_6,EK8R_18_F,19,2428.0
S,S_6,EK8RM_05_16_4,8,1170.0
S,S_6,EK8RM_05_16_4,12,2672.0
S,S_6,EK8RM_05_16_4,14,522.0
S,S_6,EK8RM_05_16_4,15,430.0
S,S_6,EK8RM_05_16_4,18,277.0
S,S_6,EK8RM_05_16_4,19,2429.0
S,S_6,EK8RM_01_4_4,1,6803.0
S,S_6,EK8RM_01_4_4,13,1757.0
S,S_6,EK8RM_01_4_4,18,163.0
S,S_6,EK8RM_01_4_4,19,277.0
S,S_6,EK8RM_4_6,17,3586.0
S,S_6,EK8RM_4_6,19,2414.0
S,S_6,EK8RM_6_8,1,1564.0
S,S_6,EK8RM_6_8,3,3960.0
S,S_6,EK8RM_6_8,6,372.0
S,S_6,EK8RM_6_8,14,599.0
S,S_6,EK8RM_6_8,15,411.0
S,S_6,EK8RM_6_8,19,594.0
S,S_6,EK8RM_8_12,4,3723.0
S,S_6,EK8RM_8_12,5,5197.0
S,S_6,EK8RM_8_12,8,4893.0
S,S_6,EK8RM_8_12,12,4427.0
S,S_6,EK8RM_8_12,14,4835.0
S,S_6,EK8RM_8_12,19,925.0
S,S_6,EK8RM_8_20,2,1916.0
S,S_6,EK8RM_8_20,9,2742.0
S,S_6,EK8RM_8_20,15,535.0
S,S_6,EK8RM_8_20,16,9740.0
S,S_6,EK8RM_8_20,19,67.0
S,S_6,EK8RM_12_16,14,1143.0
S,S_6,EK8RM_12_16,16,2323.0
S,S_6,EK8RM_12_16,18,1459.0
S,S_6,EK8RM_12_16,19,75.0
S,S_6,EK8RM_12_30,2,21153.0
S,S_6,EK8RM_12_30,6,1245.0
S,S_6,EK8RM_12_30,18,4017.0
S,S_6,EK8RM_12_30,19,2085.0
S,S_6,EK8RM_18_30,6,5631.0
S,S_6,EK8RM_18_30,10,199.0
S,S_6,EK8RM_18_30,19,170.0
S,S_6,EK8RM_30_50,1,174.0
S,S_6,EK8RM_30_50,5,1817.0
S,S_6,EK8RM_30_50,10,368.0
S,S_6,EK8RM_30_50,11,715.0
S,S_6,EK8RM_30_50,13,16160.0
S,S_6,EK8RM_30_50,19,15766.0
S,S_6,EK8RM_28_F,15,199.0
S,S_6,EK8RM_28_F,19,7301.0
S,S_6,EK8RM_50_F,2,859.0
S,S_6,EK8RM_50_F,4,684.0
S,S_6,EK8RM_50_F,11,4376.0
S,S_6,EK8RM_50_F,19,81.0
S,S_7,EK8A_16,16,221.0
S,S_7,EK8A_16,19,29.0
S,S_7,EK8A_24,15,656.0
S,S_7,EK8A_24,16,1287.0
S,S_7,EK8A_24,19,57.0
S,S_7,EK8A_30,10,324.0
S,S_7,EK8A_30,14,772.0
S,S_7,EK8A_30,19,154.0
S,S_7,EK8A_36,2,1808.0
S,S_7,EK8A_36,8,349.0
S,S_7,EK8A_36,12,1737.0
S,S_7,EK8A_36,14,241.0
S,S_7,EK8A_36,19,115.0
S,S_7,EK8A_46,7,493.0
S,S_7,EK8A_46,17,8787.0
S,S_7,EK8A_46,19,220.0
S,S_7,EK8A_54,17,1839.0
S,S_7,EK8A_54,19,161.0
S,S_7,EK8A_60,11,160.0
S,S_7,EK8A_60,16,4355.0
S,S_7,EK8A_60,17,5842.0
S,S_7,EK8A_60,19,193.0
S,S_7,EK8A_80,10,4406.0
S,S_7,EK8A_80,11,941.0
S,S_7,EK8A_80,14,1107.0
S,S_7,EK8A_80,17,3351.0
S,S_7,EK8A_80,19,195.0
S,S_7,EK8A_100,12,1810.0
S,S_7,EK8A_100,15,330.0
S,S_7,EK8A_100,16,1259.0
S,S_7,EK8A_100,19,51.0
S,S_7,EK8A_120,6,1426.0
S,S_7,EK8A_120,17,3069.0
S,S_7,EK8A_120,19,105.0
S,S_7,EK8A_150,7,3922.0
S,S_7,EK8A_150,15,430.0
S,S_7,EK8A_150,19,148.0
S,S_7,EK8A_FFF,7,447.0
S,S_7,EK8A_FFF,12,1440.0
S,S_7,EK8A_FFF,15,637.0
S,S_7,EK8A_FFF,18,385.0
S,S_7,EK8A_FFF,19,91.0
S,S_7,EK8R_3_5_7,11,976.0
S,S_7,EK8R_3_5_7,19,24.0
S,S_7,EK8R_4_10,6,8769.0
S,S_7,EK8R_4_10,19,231.0
S,S_7,EK8R_6_10,8,1775.0
S,S_7,EK8R_6_10,12,2041.0
S,S_7,EK8R_6_10,19,184.0
S,S_7,EK8R_10_20,8,564.0
S,S_7,EK8R_10_20,17,185.0
S,S_7,EK8R_10_20,19,151.0
S,S_7,EK8R_12_16,1,758.0
S,S_7,EK8R_12_16,9,7847.0
S,S_7,EK8R_12_16,10,2526.0
S,S_7,EK8R_12_16,14,713.0
S,S_7,EK8R_12_16,19,156.0
S,S_7,EK8R_10_36,5,408.0
S,S_7,EK8R_10_36,16,296.0
S,S_7,EK8R_10_36,17,1243.0
S,S_7,EK8R_10_36,19,53.0
S,S_7,EK8R_20_40,10,2317.0
S,S_7,EK8R_20_40,13,400.0
S,S_7,EK8R_20_40,17,265.0
S,S_7,EK8R_20_40,19,168.0
S,S_7,EK8R_08_20,4,194.0
S,S_7,EK8R_08_20,10,1047.0
S,S_7,EK8R_08_20,18,412.0
S,S_7,EK8R_08_20,19,1347.0
S,S_7,EK8R_40_F,10,755.0
S,S_7,EK8R_40_F,11,243.0
S,S_7,EK8R_40_F,18,687.0
S,S_7,EK8R_40_F,19,2315.0
S,S_7,EK8R_70_F,7,1317.0
S,S_7,EK8R_70_F,14,284.0
S,S_7,EK8R_70_F,16,4276.0
S,S_7,EK8R_70_F,17,530.0
S,S_7,EK8R_70_F,18,549.0
S,S_7,EK8R_70_F,19,44.0
S,S_7,EK8R_16_F,17,5970.0
S,S_7,EK8R_16_F,18,1899.0
S,S_7,EK8R_16_F,19,131.0
S,S_7,EK8R_18_F,2,261.0
S,S_7,EK8R_18_F,9,1057.0
S,S_7,EK8R_18_F,10,1757.0
S,S_7,EK8R_18_F,16,479.0
S,S_7,EK8R_18_F,18,9429.0
S,S_7,EK8R_18_F,19,17.0
S,S_7,EK8RM_05_16_4,7,167.0
S,S_7,EK8RM_05_16_4,10,865.0
S,S_7,EK8RM_05_16_4,11,672.0
S,S_7,EK8RM_05_16_4,13,4427.0
S,S_7,EK8RM_05_16_4,15,1155.0
S,S_7,EK8RM_05_16_4,19,214.0
S,S_7,EK8RM_01_4_4,5,1530.0
S,S_7,EK8RM_01_4_4,6,415.0
S,S_7,EK8RM_01_4_4,16,5830.0
S,S_7,EK8RM_01_4_4,17,313.0
S,S_7,EK8RM_01_4_4,19,912.0
S,S_7,EK8RM_4_6,6,953.0
S,S_7,EK8RM_4_6,7,786.0
S,S_7,EK8RM_4_6,8,1028.0
S,S_7,EK8RM_4_6,12,187.0
S,S_7,EK8RM_4_6,17,2817.0
S,S_7,EK8RM_4_6,19,229.0
S,S_7,EK8RM_6_8,12,886.0
S,S_7,EK8RM_6_8,17,6531.0
S,S_7,EK8RM_6_8,19,83.0
S,S_7,EK8RM_8_12,9,8206.0
S,S_7,EK8RM_8_12,10,1553.0
S,S_7,EK8RM_8_12,14,160.0
S,S_7,EK8RM_8_12,17,2820.0
S,S_7,EK8RM_8_12,18,11185.0
S,S_7,EK8RM_8_12,19,76.0
S,S_7,EK8RM_8_20,8,162.0
S,S_7,EK8RM_8_20,9,7263.0
S,S_7,EK8RM_8_20,12,5562.0
S,S_7,EK8RM_8_20,19,2013.0
S,S_7,EK8RM_12_16,10,1183.0
S,S_7,EK8RM_12_16,14,1734.0
S,S_7,EK8RM_12_16,15,1784.0
S,S_7,EK8RM_12_16,17,244.0
S,S_7,EK8RM_12_16,19,55.0
S,S_7,EK8RM_12_30,5,819.0
S,S_7,EK8RM_12_30,9,7111.0
S,S_7,EK8RM_12_30,11,12021.0
S,S_7,EK8RM_12_30,16,8480.0
S,S_7,EK8RM_12_30,19,69.0
S,S_7,EK8RM_18_30,5,355.0
S,S_7,EK8RM_18_30,13,950.0
S,S_7,EK8RM_18_30,17,1418.0
S,S_7,EK8RM_18_30,18,3161.0
S,S_7,EK8RM_18_30,19,116.0
S,S_7,EK8RM_30_50,1,1030.0
S,S_7,EK8RM_30_50,4,3338.0
S,S_7,EK8RM_30_50,9,20827.0
S,S_7,EK8RM_30_50,10,755.0
S,S_7,EK8RM_30_50,12,8201.0
S,S_7,EK8RM_30_50,17,694.0
S,S_7,EK8RM_30_50,19,155.0
S,S_7,EK8RM_28_F,7,1373.0
S,S_7,EK8RM_28_F,8,4134.0
S,S_7,EK8RM_28_F,10,669.0
S,S_7,EK8RM_28_F,13,1313.0
S,S_7,EK8RM_28_F,19,11.0
S,S_7,EK8RM_50_F,3,1676.0
S,S_7,EK8RM_50_F,12,806.0
S,S_7,EK8RM_50_F,14,2580.0
S,S_7,EK8RM_50_F,18,764.0
S,S_7,EK8RM_50_F,19,174.0
S,S_8,EK8A_16,15,213.0
S,S_8,EK8A_16,19,37.0
S,S_8,EK8A_24,11,1147.0
S,S_8,EK8A_24,17,748.0
S,S_8,EK8A_24,19,105.0
S,S_8,EK8A_30,5,518.0
S,S_8,EK8A_30,10,731.0
S,S_8,EK8A_30,19,1.0
S,S_8,EK8A_36,1,3499.0
S,S_8,EK8A_36,11,218.0
S,S_8,EK8A_36,14,464.0
S,S_8,EK8A_36,19,69.0
S,S_8,EK8A_46,9,9105.0
S,S_8,EK8A_46,18,213.0
S,S_8,EK8A_46,19,182.0
S,S_8,EK8A_54,14,1328.0
S,S_8,EK8A_54,15,576.0
S,S_8,EK8A_54,19,96.0
S,S_8,EK8A_60,12,290.0
S,S_8,EK8A_60,14,587.0
S,S_8,EK8A_60,17,4950.0
S,S_8,EK8A_60,19,4723.0
S,S_8,EK8A_80,10,1251.0
S,S_8,EK8A_80,18,1839.0
S,S_8,EK8A_80,19,6910.0
S,S_8,EK8A_100,8,634.0
S,S_8,EK8A_100,11,2166.0
S,S_8,EK8A_100,15,284.0
S,S_8,EK8A_100,19,366.0
S,S_8,EK8A_120,3,429.0
S,S_8,EK8A_120,8,235.0
S,S_8,EK8A_120,10,579.0
S,S_8,EK8A_120,14,247.0
S,S_8,EK8A_120,16,1920.0
S,S_8,EK8A_120,17,533.0
S,S_8,EK8A_120,18,632.0
S,S_8,EK8A_120,19,25.0
S,S_8,EK8A_150,9,2349.0
S,S_8,EK8A_150,19,2151.0
S,S_8,EK8A_FFF,6,518.0
S,S_8,EK8A_FFF,8,2285.0
S,S_8,EK8A_FFF,19,197.0
S,S_8,EK8R_3_5_7,10,809.0
S,S_8,EK8R_3_5_7,19,191.0
S,S_8,EK8R_4_10,8,161.0
S,S_8,EK8R_4_10,9,507.0
S,S_8,EK8R_4_10,11,268.0
S,S_8,EK8R_4_10,13,748.0
S,S_8,EK8R_4_10,19,7316.0
S,S_8,EK8R_6_10,2,1567.0
S,S_8,EK8R_6_10,9,2226.0
S,S_8,EK8R_6_10,19,207.0
S,S_8,EK8R_10_20,4,437.0
S,S_8,EK8R_10_20,17,197.0
S,S_8,EK8R_10_20,19,266.0
S,S_8,EK8R_12_16,7,8671.0
S,S_8,EK8R_12_16,8,1470.0
S,S_8,EK8R_12_16,17,1434.0
S,S_8,EK8R_12_16,18,199.0
S,S_8,EK8R_12_16,19,226.0
S,S_8,EK8R_10_36,4,869.0
S,S_8,EK8R_10_36,9,522.0
S,S_8,EK8R_10_36,16,381.0
S,S_8,EK8R_10_36,19,228.0
S,S_8,EK8R_20_40,7,2323.0
S,S_8,EK8R_20_40,8,328.0
S,S_8,EK8R_20_40,10,427.0
S,S_8,EK8R_20_40,19,72.0
S,S_8,EK8R_08_20,16,387.0
S,S_8,EK8R_08_20,17,2312.0
S,S_8,EK8R_08_20,19,301.0
S,S_8,EK8R_40_F,18,3630.0
S,S_8,EK8R_40_F,19,370.0
S,S_8,EK8R_70_F,6,5191.0
S,S_8,EK8R_70_F,8,1193.0
S,S_8,EK8R_70_F,15,593.0
S,S_8,EK8R_70_F,19,23.0
S,S_8,EK8R_16_F,8,1787.0
S,S_8,EK8R_16_F,15,4774.0
S,S_8,EK8R_16_F,19,1439.0
S,S_8,EK8R_18_F,3,2262.0
S,S_8,EK8R_18_F,10,195.0
S,S_8,EK8R_18_F,13,2013.0
S,S_8,EK8R_18_F,15,376.0
S,S_8,EK8R_18_F,16,923.0
S,S_8,EK8R_18_F,17,974.0
S,S_8,EK8R_18_F,19,6257.0
S,S_8,EK8RM_05_16_4,11,1236.0
S,S_8,EK8RM_05_16_4,16,6236.0
S,S_8,EK8RM_05_16_4,19,28.0
S,S_8,EK8RM_01_4_4,18,8400.0
S,S_8,EK8RM_01_4_4,19,600.0
S,S_8,EK8RM_4_6,7,548.0
S,S_8,EK8RM_4_6,14,5264.0
S,S_8,EK8RM_4_6,19,188.0
S,S_8,EK8RM_6_8,3,1240.0
S,S_8,EK8RM_6_8,7,2217.0
S,S_8,EK8RM_6_8,9,180.0
S,S_8,EK8RM_6_8,10,1295.0
S,S_8,EK8RM_6_8,12,811.0
S,S_8,EK8RM_6_8,13,355.0
S,S_8,EK8RM_6_8,18,1284.0
S,S_8,EK8RM_6_8,19,118.0
S,S_8,EK8RM_8_12,2,20151.0
S,S_8,EK8RM_8_12,14,3466.0
S,S_8,EK8RM_8_12,16,365.0
S,S_8,EK8RM_8_12,19,18.0
S,S_8,EK8RM_8_20,2,2489.0
S,S_8,EK8RM_8_20,11,383.0
S,S_8,EK8RM_8_20,15,1175.0
S,S_8,EK8RM_8_20,17,339.0
S,S_8,EK8RM_8_20,18,10198.0
S,S_8,EK8RM_8_20,19,416.0
S,S_8,EK8RM_12_16,1,2201.0
S,S_8,EK8RM_12_16,2,2500.0
S,S_8,EK8RM_12_16,17,211.0
S,S_8,EK8RM_12_16,19,88.0
S,S_8,EK8RM_12_30,3,3276.0
S,S_8,EK8RM_12_30,7,2217.0
S,S_8,EK8RM_12_30,8,358.0
S,S_8,EK8RM_12_30,12,154.0
S,S_8,EK8RM_12_30,17,4815.0
S,S_8,EK8RM_12_30,18,17651.0
S,S_8,EK8RM_12_30,19,29.0
S,S_8,EK8RM_18_30,5,967.0
S,S_8,EK8RM_18_30,6,4924.0
S,S_8,EK8RM_18_30,19,109.0
S,S_8,EK8RM_30_50,3,25193.0
S,S_8,EK8RM_30_50,7,207.0
S,S_8,EK8RM_30_50,8,1460.0
S,S_8,EK8RM_30_50,13,2608.0
S,S_8,EK8RM_30_50,17,5259.0
S,S_8,EK8RM_30_50,18,188.0
S,S_8,EK8RM_30_50,19,85.0
S,S_8,EK8RM_28_F,1,235.0
S,S_8,EK8RM_28_F,18,4288.0
S,S_8,EK8RM_28_F,19,2977.0
S,S_8,EK8RM_50_F,3,207.0
S,S_8,EK8RM_50_F,9,993.0
S,S_8,EK8RM_50_F,11,249.0
S,S_8,EK8RM_50_F,18,4372.0
S,S_8,EK8RM_50_F,19,179.0
S,S_9,EK8A_16,14,196.0
S,S_9,EK8A_16,19,54.0
S,S_9,EK8A_24,4,407.0
S,S_9,EK8A_24,8,1438.0
S,S_9,EK8A_24,19,155.0
S,S_9,EK8A_30,2,283.0
S,S_9,EK8A_30,13,405.0
S,S_9,EK8A_30,14,538.0
S,S_9,EK8A_30,19,24.0
S,S_9,EK8A_36,4,1798.0
S,S_9,EK8A_36,15,371.0
S,S_9,EK8A_36,16,269.0
S,S_9,EK8A_36,17,1754.0
